,EVENT MARKER,FLD TIME(sec.),RATIO_OF_MEANS_RG_corrected.1.1,RATIO_OF_MEANS_RG_corrected.1.2,RATIO_OF_MEANS_RG_corrected.1.3,RATIO_OF_MEANS_RG_corrected.1.4,RATIO_OF_MEANS_RG_corrected.1.5,RATIO_OF_MEANS_RG_corrected.1.6,RATIO_OF_MEANS_RG_corrected.1.7,RATIO_OF_MEANS_RG_corrected.1.8,RATIO_OF_MEANS_RG_corrected.1.9,RATIO_OF_MEANS_RG_corrected.1.10,RATIO_OF_MEANS_RG_corrected.1.11,RATIO_OF_MEANS_RG_corrected.1.12,RATIO_OF_MEANS_RG_corrected.1.13,RATIO_OF_MEANS_RG_corrected.1.14,RATIO_OF_MEANS_RG_corrected.1.15,RATIO_OF_MEANS_RG_corrected.1.16,RATIO_OF_MEANS_RG_corrected.1.17,RATIO_OF_MEANS_RG_corrected.1.18,RATIO_OF_MEANS_RG_corrected.1.19
2561,,2561.258545,0.416737,0.334921,0.869809,0.586403,0.60561,0.437761,0.487785,0.582235,0.491216,0.392151,0.432434,0.378114,0.452564,0.56764,0.632302,0.455646,1.641306,0.429127,2.78936
2562,,2562.265625,0.414881,0.331994,0.83298,0.584207,0.589821,0.433974,0.48817,0.587501,0.486718,0.391797,0.430104,0.374007,0.45738,0.580518,0.628651,0.452184,1.621488,0.4254,2.750092
2563,,2563.256836,0.420352,0.33691,0.885682,0.589665,0.584743,0.441455,0.495176,0.589525,0.492739,0.392274,0.433962,0.379505,0.467086,0.57509,0.631595,0.458353,1.653971,0.429613,2.915128
2564,,2564.264404,0.421269,0.336738,0.828778,0.594652,0.580802,0.436856,0.498326,0.597402,0.496363,0.394042,0.436734,0.3825,0.471545,0.567682,0.631658,0.459316,1.656953,0.430402,2.722906
2565,,2565.271729,0.410548,0.32989,0.762085,0.584338,0.562921,0.432879,0.489235,0.569901,0.484765,0.38736,0.427518,0.374889,0.458181,0.542656,0.626654,0.447267,1.616933,0.420955,2.8775
2566,,2566.263184,0.421354,0.335918,0.831886,0.596436,0.564233,0.440434,0.498667,0.594129,0.497076,0.395785,0.434357,0.379384,0.467768,0.538195,0.63763,0.461266,1.647499,0.432167,2.757448
2567,,2567.270264,0.419321,0.336816,0.829813,0.59244,0.556634,0.437625,0.496853,0.582512,0.491506,0.395362,0.43338,0.380709,0.463685,0.534506,0.630968,0.459258,1.648159,0.429297,2.941448
2568,,2568.261475,0.420167,0.338772,0.905053,0.593421,0.59064,0.439342,0.500042,0.592016,0.493687,0.394602,0.432731,0.379418,0.473478,0.52662,0.635353,0.455814,1.6625,0.42906,2.803298
2569,,2569.268799,0.419872,0.334059,0.889576,0.590392,0.575988,0.438318,0.495966,0.594073,0.490141,0.392871,0.432088,0.378378,0.464267,0.564896,0.632209,0.452984,1.651262,0.427335,2.726958
2570,,2570.260254,0.415019,0.329471,0.794168,0.584262,0.591483,0.42981,0.490043,0.598411,0.485458,0.387568,0.426481,0.371228,0.456461,0.543357,0.622739,0.448433,1.631839,0.422204,3.091527
2571,,2571.267578,0.411961,0.327248,0.846826,0.588146,0.591542,0.428951,0.485295,0.576468,0.482481,0.384769,0.423308,0.369237,0.45329,0.529249,0.617505,0.446527,1.626649,0.416322,2.887058
2572,,2572.259033,0.420089,0.33214,0.784627,0.595996,0.625345,0.430994,0.491801,0.571362,0.487526,0.390852,0.425502,0.373696,0.455924,0.524235,0.628491,0.45505,1.655246,0.425056,2.759552
2573,,2573.266357,0.414557,0.329623,0.761876,0.59753,0.605177,0.430591,0.492119,0.578456,0.483752,0.387425,0.424637,0.375416,0.451084,0.510085,0.625458,0.452566,1.635035,0.420766,2.675878
2574,,2574.273682,0.420896,0.336622,0.860624,0.601079,0.605128,0.437936,0.498185,0.605649,0.490408,0.391709,0.434415,0.38074,0.467261,0.508678,0.638414,0.458182,1.662081,0.429373,2.994873
2575,,2575.264893,0.412154,0.329724,0.861879,0.593617,0.596564,0.427612,0.489885,0.587129,0.483906,0.387207,0.429039,0.377094,0.462274,0.498574,0.627074,0.450867,1.624704,0.419334,2.778478
2576,,2576.274414,0.421465,0.333038,0.822593,0.599863,0.58813,0.431052,0.495319,0.586549,0.490503,0.391859,0.430532,0.376588,0.46409,0.543334,0.632288,0.455973,1.649871,0.42632,3.001057
2577,,2577.263672,0.423444,0.334063,0.821095,0.603937,0.583901,0.437266,0.500292,0.588702,0.492248,0.391429,0.433162,0.380614,0.463148,0.532358,0.636249,0.462859,1.671509,0.429129,2.737703
2578,,2578.270996,0.416285,0.330346,0.819726,0.596117,0.572629,0.429038,0.489039,0.591704,0.488216,0.392571,0.428497,0.379011,0.459555,0.51682,0.629209,0.454827,1.644564,0.422458,2.849572
2579,,2579.280273,0.418632,0.333511,0.857855,0.594833,0.568658,0.432823,0.491042,0.587405,0.490143,0.392084,0.430281,0.374874,0.457975,0.510066,0.629897,0.459064,1.661865,0.426859,2.809897
2580,,2580.27002,0.422795,0.336315,0.8197,0.600553,0.575731,0.431748,0.492392,0.582145,0.49755,0.393774,0.435489,0.380856,0.45745,0.506396,0.630701,0.463441,1.670961,0.4287,2.961034
2581,,2581.277344,0.424004,0.336757,0.812025,0.601021,0.652107,0.434464,0.4902,0.599913,0.493692,0.395587,0.435138,0.378935,0.456446,0.500685,0.640066,0.464165,1.676518,0.429471,2.914428
2582,,2582.270508,0.423708,0.335977,0.825724,0.598759,0.638065,0.43431,0.489778,0.594799,0.49528,0.398122,0.434428,0.379084,0.455202,0.502666,0.637811,0.466304,1.684977,0.4291,2.970769
2583,,2583.276367,0.423086,0.337194,0.829461,0.59745,0.618406,0.437976,0.494392,0.600062,0.494631,0.398632,0.434083,0.379453,0.457565,0.497665,0.640189,0.463315,1.659698,0.429949,2.879462
2584,,2584.267822,0.418646,0.333211,0.75756,0.59367,0.600382,0.432968,0.490953,0.588618,0.491592,0.393479,0.431422,0.380028,0.449087,0.486558,0.632618,0.459442,1.648088,0.428505,2.708662
2585,,2585.275391,0.415952,0.328578,0.76554,0.590886,0.584482,0.426321,0.485075,0.57347,0.484594,0.388442,0.424366,0.370055,0.441852,0.476701,0.624738,0.453633,1.638897,0.418159,3.003842
2586,,2586.266602,0.422808,0.335191,0.872569,0.598947,0.585298,0.436885,0.492764,0.593687,0.494638,0.39476,0.434026,0.379593,0.446422,0.479297,0.639216,0.462749,1.668406,0.426454,2.769967
2587,,2587.273926,0.421041,0.333444,0.828655,0.593902,0.634429,0.432302,0.493283,0.586359,0.488988,0.390724,0.428843,0.376234,0.443323,0.474433,0.630019,0.455811,1.65494,0.426412,2.903487
2588,,2588.265381,0.418925,0.330833,0.751159,0.595565,0.637785,0.433003,0.492928,0.580521,0.490637,0.391014,0.428729,0.373166,0.441151,0.509129,0.630714,0.456564,1.638882,0.423943,2.561065
2589,,2589.272461,0.418859,0.330219,0.845125,0.597904,0.624449,0.430692,0.494126,0.586735,0.488855,0.394433,0.427687,0.371492,0.439861,0.540735,0.637531,0.456798,1.66594,0.421364,2.692168
2590,,2590.280518,0.415865,0.331625,0.781433,0.593689,0.604745,0.428105,0.491325,0.587998,0.485512,0.391498,0.423642,0.372309,0.439488,0.523006,0.629831,0.454918,1.665773,0.423206,3.036191
2591,,2591.271484,0.41794,0.333302,0.986426,0.593741,0.596628,0.429534,0.495749,0.588256,0.488564,0.3908,0.429526,0.375054,0.444491,0.517002,0.636289,0.459239,1.678876,0.423026,3.272713
2592,,2592.278809,0.418067,0.333994,0.836058,0.599394,0.589237,0.432953,0.492356,0.582398,0.489333,0.394664,0.42835,0.377414,0.439765,0.549185,0.634347,0.458339,1.657726,0.425267,2.516741
2593,,2593.270264,0.414359,0.329355,0.804424,0.595151,0.582073,0.430359,0.489013,0.581087,0.48466,0.388833,0.426159,0.374596,0.43741,0.530947,0.629419,0.455331,1.651086,0.421841,2.722206
2594,,2594.277344,0.423138,0.336396,0.84128,0.598706,0.584916,0.438591,0.49595,0.582982,0.494098,0.394638,0.427115,0.377545,0.447937,0.533669,0.639046,0.460873,1.667963,0.426644,2.665881
2595,,2595.268799,0.417819,0.337222,0.848337,0.602453,0.575487,0.436868,0.490139,0.593766,0.490295,0.39445,0.427599,0.376979,0.448469,0.537654,0.631633,0.460329,1.653381,0.424732,2.931117
2596,,2596.276123,0.418962,0.336241,0.855262,0.600718,0.571709,0.435391,0.492441,0.598468,0.490564,0.396704,0.430392,0.379084,0.450835,0.546106,0.636762,0.46117,1.687249,0.426949,2.88467
2597,,2597.283447,0.426362,0.338037,0.995119,0.600626,0.569721,0.438593,0.494629,0.594492,0.494103,0.395865,0.430887,0.379573,0.454273,0.539747,0.639186,0.460791,1.678263,0.432505,3.135107
2598,,2598.274902,0.425457,0.339976,0.807488,0.606014,0.564851,0.440719,0.493168,0.592464,0.494968,0.397381,0.434269,0.378694,0.450433,0.535826,0.647031,0.462018,1.666993,0.428927,2.813754
2599,,2599.282227,0.425341,0.340688,0.739356,0.606809,0.557161,0.441756,0.494104,0.586535,0.496976,0.399326,0.437649,0.378815,0.448644,0.532058,0.645761,0.467071,1.690672,0.42882,2.772677
2600,,2600.273926,0.422556,0.337298,0.834566,0.617532,0.546906,0.437339,0.49663,0.589246,0.49042,0.395606,0.431169,0.379878,0.445532,0.516168,0.642355,0.45821,1.667281,0.429133,3.022574
2601,,2601.280518,0.421917,0.334828,0.878001,0.607375,0.539431,0.433038,0.491266,0.58308,0.486674,0.395101,0.423387,0.37375,0.441697,0.532619,0.635368,0.459402,1.665822,0.421638,2.841743
2602,,2602.271973,0.424031,0.337288,0.859785,0.611205,0.538216,0.436113,0.495811,0.602819,0.492593,0.39812,0.429156,0.38069,0.442628,0.529925,0.641262,0.464196,1.691218,0.428314,2.833504
2603,,2603.279053,0.423985,0.336242,0.845897,0.607551,0.534834,0.437952,0.495166,0.597225,0.491367,0.396598,0.429252,0.379264,0.444774,0.524935,0.634491,0.461072,1.669173,0.425839,2.790773
2604,,2604.286377,0.425826,0.338351,0.798452,0.602898,0.529828,0.436998,0.494542,0.60085,0.491969,0.396114,0.430525,0.378149,0.442206,0.549509,0.643089,0.464118,1.684646,0.4262,2.963194
2605,,2605.277832,0.423776,0.335798,0.86981,0.600162,0.522514,0.439592,0.491226,0.593328,0.488133,0.393261,0.42981,0.378895,0.441712,0.565953,0.634562,0.465394,1.677084,0.426326,3.048475
2606,,2606.285156,0.428316,0.338595,0.804713,0.605175,0.525162,0.437485,0.496802,0.609634,0.495383,0.397392,0.433726,0.384691,0.447617,0.5589,0.639965,0.464657,1.682634,0.425722,2.879998
2607,,2607.276611,0.42388,0.334618,0.868294,0.60073,0.513783,0.431835,0.494069,0.58322,0.490127,0.392969,0.429167,0.376726,0.441948,0.565725,0.632232,0.465231,1.66743,0.425988,2.92173
2608,,2608.283936,0.425518,0.337575,0.825895,0.608753,0.513307,0.438003,0.502332,0.604557,0.491828,0.396025,0.432373,0.380649,0.442696,0.557532,0.635204,0.462515,1.67758,0.428036,2.979067
2609,,2609.275879,0.422747,0.334746,0.755876,0.602134,0.506006,0.433946,0.495295,0.595724,0.486099,0.395424,0.429734,0.379082,0.448354,0.536947,0.632619,0.460853,1.686896,0.423755,2.812335
2610,,2610.282959,0.421916,0.333412,0.801556,0.601507,0.507115,0.434925,0.496884,0.593644,0.488813,0.392394,0.427592,0.374673,0.447661,0.527195,0.629756,0.461865,1.663669,0.425829,2.706377
2611,,2611.290039,0.422353,0.334278,0.74554,0.607902,0.506317,0.436599,0.49781,0.576367,0.493356,0.394764,0.430109,0.377306,0.44798,0.517723,0.631057,0.463957,1.673849,0.421167,2.902446
2612,,2612.281494,0.427557,0.337208,0.8243,0.605444,0.511887,0.436835,0.499169,0.614577,0.495085,0.396151,0.431302,0.38022,0.455698,0.514254,0.63427,0.462725,1.692611,0.426454,2.925324
2613,,2613.288818,0.420841,0.330014,0.803085,0.595117,0.498943,0.42742,0.490732,0.595,0.48346,0.38932,0.42045,0.370802,0.449005,0.494808,0.62705,0.456362,1.670549,0.421853,2.811473
2614,,2614.280029,0.425155,0.335991,0.797845,0.610288,0.50753,0.438003,0.500925,0.617493,0.490232,0.395253,0.430926,0.377554,0.451839,0.496277,0.634915,0.463646,1.694898,0.424672,3.08049
2615,,2615.287598,0.430005,0.340345,0.783458,0.628425,0.510127,0.440066,0.503804,0.608983,0.495165,0.402219,0.429908,0.382702,0.45762,0.494377,0.637463,0.4666,1.707551,0.43031,2.920142
2616,,2616.278809,0.420169,0.334398,0.839735,0.619779,0.504095,0.434689,0.500757,0.588047,0.48952,0.395174,0.426993,0.375663,0.442121,0.504361,0.627626,0.460586,1.656628,0.421698,2.682568
2617,,2617.286377,0.428982,0.338085,0.877336,0.6234,0.504581,0.434197,0.499872,0.596974,0.4929,0.395855,0.429629,0.377621,0.448939,0.520796,0.633434,0.464884,1.696494,0.429301,2.942818
2618,,2618.293701,0.423994,0.337155,0.822216,0.619306,0.50499,0.438587,0.499652,0.609585,0.494,0.397486,0.427878,0.380461,0.448273,0.516128,0.632302,0.468574,1.690779,0.427594,2.749527
2619,,2619.284912,0.423506,0.333462,0.866906,0.607851,0.498344,0.432594,0.496302,0.60395,0.488469,0.390939,0.425135,0.374407,0.445418,0.507011,0.625971,0.461198,1.684792,0.423165,3.087864
2620,,2620.292236,0.428416,0.337231,0.767641,0.614473,0.504138,0.437281,0.499617,0.583406,0.496123,0.397236,0.429822,0.377835,0.449672,0.509549,0.632049,0.46526,1.718332,0.427034,2.765094
2621,,2621.283936,0.427422,0.336295,0.78177,0.610548,0.54111,0.437515,0.499914,0.610035,0.494031,0.39343,0.431565,0.380353,0.44618,0.50128,0.6315,0.46638,1.700665,0.427047,2.772883
2622,,2622.291504,0.429569,0.336899,0.833507,0.611784,0.544846,0.4388,0.497921,0.605042,0.491098,0.394793,0.431806,0.380201,0.446797,0.49481,0.632231,0.467571,1.692473,0.42498,2.765368
2623,,2623.282715,0.429132,0.338513,0.901796,0.608538,0.539033,0.442212,0.495853,0.587482,0.492785,0.397518,0.434463,0.378786,0.444275,0.538174,0.63135,0.467884,1.705022,0.430726,2.503619
2624,,2624.290039,0.437864,0.341984,0.802071,0.61687,0.547232,0.444098,0.504312,0.599225,0.499188,0.406228,0.439879,0.389597,0.453865,0.573578,0.644989,0.473213,1.712478,0.436999,2.57146
2625,,2625.298096,0.434684,0.341176,0.785546,0.612215,0.538793,0.445881,0.502399,0.603427,0.499292,0.398485,0.43692,0.383293,0.450541,0.558351,0.641623,0.474985,1.727621,0.434577,2.576144
2626,,2626.288818,0.426096,0.336858,0.896199,0.602616,0.524312,0.437961,0.492752,0.598036,0.490534,0.394069,0.429656,0.374662,0.445198,0.536118,0.627843,0.461626,1.698038,0.424724,2.694513
2627,,2627.296143,0.422574,0.331683,0.778566,0.59995,0.516057,0.432526,0.488246,0.59223,0.485615,0.391448,0.426273,0.371799,0.443441,0.520622,0.621712,0.459076,1.686233,0.41986,2.731665
2628,,2628.287598,0.423041,0.331468,0.817104,0.595837,0.517689,0.435682,0.490399,0.60134,0.485816,0.389613,0.426383,0.371015,0.453387,0.513465,0.624285,0.462099,1.692225,0.422966,2.619955
2629,,2629.294678,0.418549,0.329302,0.73968,0.591266,0.514537,0.431234,0.48497,0.591105,0.480723,0.386777,0.422206,0.374015,0.448308,0.498948,0.619759,0.454247,1.668435,0.415602,2.923631
2630,,2630.285889,0.429914,0.335309,0.789261,0.599195,0.520113,0.435961,0.490534,0.596936,0.493777,0.394854,0.43135,0.378013,0.453207,0.499833,0.628279,0.464719,1.706419,0.425346,2.788511
2631,,2631.294922,0.418444,0.329793,0.820192,0.584599,0.508432,0.435078,0.482029,0.58489,0.481214,0.389166,0.421369,0.371648,0.444115,0.519814,0.61733,0.456238,1.677953,0.418818,2.555747
2632,,2632.300537,0.427746,0.335561,0.727449,0.597527,0.516635,0.437743,0.485819,0.582385,0.491665,0.391464,0.43035,0.381597,0.455672,0.518703,0.631238,0.464694,1.711969,0.427711,2.718774
2633,,2633.291992,0.432226,0.33737,0.831057,0.597042,0.516908,0.439848,0.493464,0.608881,0.497841,0.396469,0.435064,0.389331,0.458697,0.514298,0.638846,0.47069,1.707727,0.427937,2.889099
2634,,2634.299316,0.433066,0.338586,0.773057,0.59985,0.51573,0.44117,0.494979,0.59555,0.493841,0.394793,0.433715,0.38774,0.456222,0.506164,0.631164,0.469156,1.713746,0.43194,2.758773
2635,,2635.290771,0.428207,0.33454,0.72121,0.597364,0.508411,0.435441,0.487272,0.584131,0.490422,0.392539,0.427174,0.382461,0.449908,0.496566,0.626921,0.464517,1.685777,0.422687,2.429849
2636,,2636.298096,0.426812,0.334844,0.785977,0.598213,0.508844,0.438587,0.490831,0.588967,0.493672,0.391902,0.431665,0.383067,0.451639,0.493376,0.628067,0.465448,1.689473,0.420227,2.509418
2637,,2637.289551,0.429526,0.336297,0.878533,0.597238,0.506303,0.439143,0.485388,0.607346,0.492772,0.392687,0.432313,0.38275,0.451476,0.486107,0.623201,0.46468,1.697423,0.424723,2.95649
2638,,2638.296875,0.430828,0.335902,0.867763,0.5959,0.510287,0.439886,0.4908,0.601852,0.494476,0.39555,0.430214,0.381585,0.450378,0.483824,0.629512,0.466319,1.719276,0.429757,2.816185
2639,,2639.288086,0.43159,0.337957,0.924932,0.599891,0.509086,0.442573,0.490295,0.611978,0.493168,0.39448,0.435148,0.389709,0.457815,0.483811,0.625647,0.465298,1.719493,0.4267,2.849393
2640,,2640.295654,0.428768,0.33298,0.856115,0.591318,0.508015,0.438682,0.484749,0.607109,0.489451,0.391335,0.429161,0.383682,0.45101,0.475711,0.624009,0.464526,1.705182,0.424566,2.843788
2641,,2641.302979,0.428664,0.336031,0.764505,0.598761,0.509583,0.440811,0.489413,0.601619,0.494544,0.394125,0.430777,0.380992,0.457829,0.477149,0.629975,0.468169,1.696928,0.429076,2.639475
2642,,2642.294434,0.432539,0.33857,0.776986,0.59973,0.508682,0.4491,0.488091,0.602203,0.498106,0.395213,0.43077,0.385613,0.458103,0.473538,0.638587,0.465993,1.737102,0.430842,2.912846
2643,,2643.301758,0.433386,0.338049,0.744333,0.598562,0.510844,0.449639,0.48876,0.59747,0.497974,0.396606,0.434017,0.385717,0.459392,0.474772,0.635178,0.470104,1.740042,0.431268,2.58579
2644,,2644.292969,0.422599,0.334326,0.835353,0.587701,0.501485,0.440757,0.483573,0.593789,0.486666,0.386599,0.426983,0.375028,0.447214,0.464291,0.620781,0.458837,1.692484,0.421626,2.643908
2645,,2645.300049,0.424812,0.333682,0.74528,0.58527,0.498879,0.43638,0.480794,0.603812,0.485741,0.388481,0.425569,0.378917,0.446211,0.467233,0.619913,0.460137,1.675333,0.423169,2.438903
2646,,2646.29126,0.424309,0.332434,0.781085,0.586385,0.496063,0.441697,0.483402,0.599906,0.485146,0.387585,0.424127,0.377532,0.446108,0.55085,0.614438,0.459209,1.694517,0.422347,2.755607
2647,,2647.298828,0.434406,0.340316,0.805073,0.602464,0.506062,0.444019,0.495055,0.61268,0.494399,0.39845,0.435156,0.381463,0.45503,0.561504,0.636527,0.469906,1.728171,0.43176,2.556655
2648,,2648.307129,0.428516,0.334443,0.8679,0.59252,0.498337,0.44275,0.490156,0.627054,0.488497,0.392514,0.429409,0.380975,0.447643,0.570616,0.630342,0.465525,1.723539,0.429299,2.770794
2649,,2649.297852,0.426504,0.334511,0.78779,0.587342,0.495619,0.440072,0.483146,0.607619,0.48647,0.388459,0.425513,0.381072,0.445465,0.554557,0.627753,0.464078,1.689861,0.422603,2.495894
2650,,2650.305176,0.422169,0.330733,0.779536,0.582883,0.487746,0.441101,0.478981,0.590342,0.482535,0.383368,0.424097,0.378369,0.442253,0.571535,0.628189,0.457558,1.687964,0.418487,2.686831
2651,,2651.296875,0.428787,0.336343,0.690288,0.590721,0.496728,0.446178,0.49014,0.615555,0.490009,0.390135,0.430376,0.379157,0.447654,0.559236,0.637118,0.462698,1.711697,0.422954,2.626453
2652,,2652.304199,0.430911,0.335344,0.911025,0.589165,0.497233,0.449161,0.49536,0.642999,0.493558,0.393103,0.43105,0.380641,0.450181,0.552451,0.639062,0.468631,1.742167,0.429371,2.772083
2653,,2653.29541,0.434501,0.337569,0.855662,0.59374,0.500206,0.452613,0.496775,0.627091,0.494843,0.397937,0.433288,0.38318,0.451444,0.553985,0.63967,0.471748,1.743924,0.430525,2.85482
2654,,2654.302979,0.430334,0.339859,0.940065,0.593837,0.499082,0.45111,0.503793,0.616451,0.494429,0.395226,0.431351,0.383017,0.446572,0.536075,0.636627,0.468262,1.750391,0.427586,2.997924
2655,,2655.310547,0.431837,0.33649,0.842208,0.591647,0.49647,0.45233,0.493006,0.606008,0.492266,0.394067,0.430598,0.381495,0.445953,0.522329,0.626315,0.466418,1.733182,0.427238,2.935867
2656,,2656.301758,0.430307,0.335329,0.793036,0.593118,0.495533,0.453895,0.496248,0.602428,0.491252,0.394226,0.430696,0.383025,0.442655,0.521079,0.629449,0.464309,1.739731,0.42866,2.949616
2657,,2657.311035,0.437646,0.340775,0.957789,0.60017,0.502674,0.460126,0.505161,0.647337,0.499892,0.400395,0.44045,0.389136,0.450427,0.517339,0.636204,0.47848,1.773907,0.435242,3.347394
2658,,2658.30249,0.429524,0.334123,0.876325,0.584338,0.491124,0.450273,0.491752,0.609966,0.491306,0.391816,0.431237,0.382972,0.438326,0.537841,0.622036,0.464817,1.734457,0.427783,2.987337
2659,,2659.307861,0.423367,0.330437,0.739301,0.582872,0.483682,0.442964,0.481777,0.584075,0.48222,0.38675,0.421082,0.371317,0.434604,0.557932,0.614053,0.458749,1.691845,0.422292,2.518107
2660,,2660.299805,0.42936,0.336009,0.890518,0.592204,0.491174,0.44778,0.491004,0.617325,0.492266,0.390223,0.43096,0.379007,0.438365,0.544128,0.62206,0.460298,1.719073,0.425297,3.006243
2661,,2661.306641,0.434423,0.338406,0.756519,0.591938,0.493314,0.455984,0.499222,0.609659,0.497097,0.39503,0.432359,0.378882,0.456293,0.540718,0.627272,0.466595,1.727979,0.430213,2.868682
2662,,2662.313965,0.429846,0.339269,0.82696,0.588701,0.487825,0.453225,0.492025,0.597068,0.492392,0.393028,0.430927,0.377194,0.464437,0.536645,0.62129,0.469749,1.713653,0.427828,2.809906
2663,,2663.30542,0.438893,0.343761,0.826093,0.600323,0.498245,0.458108,0.502269,0.62232,0.504101,0.400582,0.437755,0.386194,0.479782,0.53216,0.632328,0.479175,1.760331,0.435248,2.763468
2664,,2664.3125,0.429006,0.341602,0.837254,0.587422,0.487741,0.448756,0.497061,0.620008,0.49304,0.391944,0.428601,0.382867,0.470951,0.515684,0.618559,0.465885,1.722869,0.426288,2.758535
2665,,2665.303955,0.423229,0.333635,0.728235,0.577367,0.479538,0.436117,0.481792,0.586739,0.485108,0.383189,0.418874,0.371782,0.453434,0.527643,0.609127,0.456979,1.684996,0.419258,2.819966
2666,,2666.311523,0.430985,0.340425,0.800093,0.589203,0.488647,0.443879,0.492893,0.628965,0.493093,0.393282,0.432777,0.378409,0.464983,0.524614,0.622007,0.46459,1.73462,0.421112,2.704536
2667,,2667.302979,0.424989,0.336675,0.881381,0.580711,0.485629,0.445702,0.490362,0.610497,0.486341,0.388548,0.423789,0.37371,0.455496,0.560572,0.618059,0.463573,1.721709,0.425513,2.834137
2668,,2668.310303,0.428431,0.340433,0.779531,0.585362,0.488072,0.441736,0.490743,0.605366,0.488937,0.388699,0.423892,0.373548,0.453289,0.548594,0.622307,0.467895,1.724728,0.422017,2.472093
2669,,2669.317627,0.431897,0.338205,0.793818,0.585565,0.488947,0.445049,0.490205,0.611267,0.489291,0.391787,0.428137,0.373176,0.453699,0.563557,0.621036,0.462596,1.712021,0.427186,2.649955
2670,,2670.309082,0.430245,0.341926,0.827364,0.588774,0.497955,0.452926,0.494717,0.625269,0.496666,0.397056,0.431874,0.379399,0.459404,0.585525,0.630741,0.469672,1.74203,0.429684,2.953902
2671,,2671.316406,0.431027,0.33916,0.852741,0.593267,0.493126,0.447025,0.49352,0.60452,0.490575,0.392492,0.429356,0.375845,0.454651,0.574484,0.623794,0.464543,1.733511,0.428565,2.650981
2672,,2672.307617,0.437184,0.346473,0.907767,0.599576,0.502871,0.451563,0.494833,0.618,0.497115,0.398645,0.436839,0.381944,0.460884,0.565872,0.631847,0.471328,1.757578,0.432387,2.817501
2673,,2673.314941,0.434583,0.345964,0.865005,0.597812,0.501697,0.452761,0.498434,0.619842,0.497106,0.398941,0.434372,0.381534,0.463041,0.553905,0.631607,0.472778,1.756237,0.430443,2.853299
2674,,2674.322754,0.43606,0.34931,0.867417,0.601642,0.527426,0.452323,0.501187,0.62638,0.501608,0.400202,0.439263,0.384114,0.461174,0.545618,0.633811,0.472665,1.776531,0.431295,2.674512
2675,,2675.314209,0.435416,0.34628,0.811119,0.599835,0.520566,0.452096,0.497917,0.619583,0.49883,0.398878,0.436698,0.386869,0.470665,0.542947,0.631084,0.47079,1.768571,0.430944,2.653957
2676,,2676.321533,0.433735,0.34661,0.814357,0.598728,0.519068,0.450257,0.498768,0.61585,0.497365,0.39526,0.436103,0.380624,0.465233,0.53215,0.628487,0.470619,1.748125,0.432707,2.806356
2677,,2677.312744,0.433442,0.342988,0.86443,0.595341,0.519877,0.451856,0.496593,0.618731,0.495837,0.398751,0.432612,0.382155,0.462611,0.5232,0.628973,0.467214,1.762667,0.43095,2.948425
2678,,2678.320068,0.429989,0.344247,0.812567,0.589547,0.518718,0.450568,0.493522,0.616354,0.492335,0.393175,0.430219,0.378794,0.457772,0.517781,0.622683,0.464837,1.72382,0.426374,2.610321
2679,,2679.311523,0.428383,0.34,0.861542,0.590258,0.516105,0.447311,0.495504,0.606858,0.491213,0.393124,0.427173,0.379248,0.469365,0.513472,0.620801,0.463352,1.746104,0.427013,2.673401
2680,,2680.318604,0.422544,0.336687,0.841739,0.578911,0.503791,0.437052,0.484471,0.604821,0.484952,0.385621,0.418179,0.366221,0.459928,0.503661,0.604146,0.458665,1.703947,0.418416,2.851657
2681,,2681.326416,0.423746,0.337222,0.77295,0.581197,0.507107,0.441392,0.493011,0.589373,0.488971,0.392365,0.423977,0.372142,0.463122,0.524019,0.609488,0.460953,1.708353,0.425587,2.628279
2682,,2682.317627,0.427871,0.337722,0.819093,0.581703,0.507486,0.441754,0.493619,0.606479,0.490001,0.388606,0.423658,0.375125,0.462292,0.514368,0.610461,0.462117,1.730135,0.421491,3.02765
2683,,2683.324951,0.430179,0.34141,0.917949,0.589654,0.509334,0.447041,0.495326,0.637523,0.490334,0.393996,0.427801,0.379998,0.460259,0.5168,0.615926,0.468299,1.752409,0.429244,2.990175
2684,,2684.316162,0.428875,0.33992,0.827574,0.587773,0.506365,0.444756,0.498517,0.603633,0.494153,0.393165,0.425365,0.378408,0.455923,0.510989,0.613495,0.467724,1.741674,0.42785,2.767319
2685,,2685.323486,0.429523,0.34066,0.891828,0.58874,0.506836,0.450142,0.505553,0.635824,0.492397,0.391911,0.426692,0.378097,0.455751,0.536808,0.614907,0.471232,1.770231,0.429958,3.154599
2686,,2686.31543,0.430938,0.342836,0.763452,0.593606,0.503722,0.454864,0.50533,0.602293,0.49523,0.393775,0.424579,0.378248,0.459262,0.525582,0.616433,0.468986,1.75114,0.426891,2.524105
2687,,2687.322266,0.43453,0.344775,0.816595,0.596573,0.509123,0.450649,0.504222,0.623931,0.498675,0.397997,0.428836,0.382101,0.459815,0.522194,0.620441,0.46949,1.76437,0.429833,2.628899
2688,,2688.329346,0.431611,0.342851,0.855611,0.592438,0.505848,0.456691,0.508725,0.606651,0.494415,0.394321,0.428078,0.381796,0.456424,0.516383,0.616558,0.469917,1.753871,0.426232,2.986468
