,EVENT MARKER,FLD TIME(sec.),RATIO_OF_MEANS_RG_corrected.1.1,RATIO_OF_MEANS_RG_corrected.1.2,RATIO_OF_MEANS_RG_corrected.1.3,RATIO_OF_MEANS_RG_corrected.1.4,RATIO_OF_MEANS_RG_corrected.1.5,RATIO_OF_MEANS_RG_corrected.1.6,RATIO_OF_MEANS_RG_corrected.1.7,RATIO_OF_MEANS_RG_corrected.1.8,RATIO_OF_MEANS_RG_corrected.1.9,RATIO_OF_MEANS_RG_corrected.1.10,RATIO_OF_MEANS_RG_corrected.1.11,RATIO_OF_MEANS_RG_corrected.1.12,RATIO_OF_MEANS_RG_corrected.1.13,RATIO_OF_MEANS_RG_corrected.1.14,RATIO_OF_MEANS_RG_corrected.1.15,RATIO_OF_MEANS_RG_corrected.1.16,RATIO_OF_MEANS_RG_corrected.1.17,RATIO_OF_MEANS_RG_corrected.1.18,RATIO_OF_MEANS_RG_corrected.1.19
1067,,1066.542358,0.380791,0.331432,1.060824,0.424983,0.564432,0.474825,0.40763,0.495066,0.473695,0.366928,0.478443,0.458914,0.386664,0.494543,0.60467,0.432265,0.45917,0.38264,3.646
1068,,1067.533691,0.383671,0.337186,1.137716,0.430574,0.570844,0.477858,0.411452,0.509401,0.481077,0.371066,0.48226,0.461468,0.391845,0.495735,0.609023,0.438019,0.464439,0.387376,3.745046
1069,,1068.540894,0.392207,0.345898,1.200249,0.437123,0.580956,0.484851,0.421219,0.538822,0.488807,0.378628,0.493384,0.482612,0.399809,0.506663,0.622512,0.453825,0.475557,0.395626,4.067226
1070,,1069.532227,0.387073,0.344529,1.084853,0.432666,0.570826,0.477337,0.415903,0.524303,0.480481,0.370448,0.483206,0.48223,0.39257,0.501046,0.619358,0.448223,0.472171,0.389457,3.748352
1071,,1070.539551,0.389466,0.348595,1.13437,0.45738,0.605995,0.482797,0.414282,0.524256,0.48101,0.37362,0.482591,0.4881,0.396079,0.500122,0.619367,0.452221,0.47502,0.390027,3.876544
1072,,1071.53125,0.384892,0.346827,1.103179,0.451131,0.600508,0.47388,0.412923,0.514559,0.481701,0.370645,0.474627,0.476397,0.390663,0.500463,0.623039,0.451021,0.471947,0.384999,3.754776
1073,,1072.539917,0.379969,0.340772,1.073129,0.441002,0.594838,0.4689,0.408412,0.496842,0.473113,0.367231,0.472302,0.470418,0.384413,0.491274,0.607129,0.446233,0.463568,0.378382,3.702343
1074,,1073.54541,0.384101,0.343185,1.142596,0.441004,0.593352,0.471984,0.407837,0.514419,0.474177,0.372487,0.474121,0.466934,0.387999,0.494869,0.60762,0.460901,0.469992,0.385185,3.937471
1075,,1074.536865,0.384783,0.348354,1.114733,0.439753,0.591143,0.475828,0.410729,0.516542,0.475802,0.372944,0.475708,0.472723,0.387714,0.494882,0.640339,0.464129,0.469353,0.382515,3.834811
1076,,1075.544312,0.382791,0.344774,1.103637,0.436076,0.589437,0.467866,0.409159,0.5001,0.473779,0.375651,0.469442,0.468863,0.387695,0.489975,0.650943,0.472177,0.46866,0.380922,3.926356
1077,,1076.535767,0.389685,0.351868,1.149521,0.442932,0.598447,0.479003,0.420161,0.515668,0.481861,0.379101,0.484396,0.482993,0.394309,0.49976,0.66352,0.486797,0.476584,0.391909,3.744401
1078,,1077.542969,0.385726,0.345583,1.14004,0.435805,0.625235,0.470338,0.414212,0.502206,0.475105,0.376107,0.476394,0.492655,0.391604,0.4948,0.649891,0.488618,0.473362,0.383632,4.123636
1079,,1078.534546,0.384962,0.350707,1.136055,0.450986,0.628287,0.471207,0.416002,0.496933,0.477248,0.375073,0.473894,0.501761,0.390693,0.498372,0.63052,0.492292,0.471929,0.38469,3.809345
1080,,1079.541748,0.388544,0.349145,1.169418,0.453538,0.625057,0.476244,0.416794,0.522349,0.478538,0.376809,0.477354,0.503263,0.392678,0.499251,0.632585,0.495567,0.476762,0.387903,3.992084
1081,,1080.548828,0.385705,0.346854,1.062038,0.449821,0.614118,0.469651,0.415044,0.480924,0.472174,0.371868,0.471777,0.502947,0.390439,0.494679,0.621916,0.488444,0.466552,0.384152,3.7232
1082,,1081.540283,0.395969,0.355691,1.108284,0.459957,0.624901,0.483519,0.426452,0.507615,0.483082,0.381879,0.484956,0.51774,0.398468,0.509342,0.629304,0.500931,0.482711,0.394906,3.687649
1083,,1082.547607,0.39097,0.349398,1.113799,0.448039,0.609816,0.478723,0.415697,0.507889,0.477857,0.377739,0.474549,0.501738,0.393556,0.500672,0.604317,0.492671,0.471767,0.384935,3.667436
1084,,1083.539429,0.398373,0.352718,1.164131,0.452517,0.617038,0.486373,0.423076,0.519529,0.48319,0.382726,0.48022,0.496972,0.399083,0.505302,0.615646,0.493753,0.479071,0.393168,3.994091
1085,,1084.546265,0.396903,0.351837,1.086885,0.454365,0.616487,0.488247,0.42276,0.50409,0.484526,0.383434,0.480679,0.493178,0.400129,0.505088,0.620356,0.491142,0.483716,0.392351,3.886372
1086,,1085.53894,0.392444,0.345033,1.101553,0.447041,0.603914,0.48219,0.417281,0.519462,0.479713,0.381456,0.473844,0.482519,0.395062,0.499735,0.601364,0.47858,0.478009,0.386443,3.824629
1087,,1086.545166,0.390837,0.345675,1.131603,0.481384,0.608069,0.484116,0.417928,0.505823,0.480134,0.381804,0.472525,0.475468,0.398837,0.500795,0.623954,0.482941,0.481084,0.394102,3.84841
1088,,1087.538452,0.394116,0.3477,1.151226,0.47467,0.605649,0.486055,0.420856,0.52792,0.484457,0.384659,0.476335,0.475011,0.398646,0.502073,0.618925,0.491218,0.480467,0.391204,3.898948
1089,,1088.543823,0.392274,0.341248,1.133224,0.468332,0.598373,0.479943,0.416675,0.530462,0.482106,0.379716,0.472151,0.462689,0.39632,0.496983,0.628349,0.488482,0.477893,0.390204,3.956513
1090,,1089.55127,0.390432,0.341111,1.11509,0.461591,0.598899,0.48211,0.417631,0.509049,0.478847,0.381259,0.470314,0.460837,0.395959,0.488527,0.614762,0.492537,0.475746,0.388885,4.064488
1091,,1090.542603,0.394627,0.342111,1.129358,0.462904,0.599336,0.488172,0.420995,0.507748,0.482024,0.383542,0.471848,0.461465,0.398913,0.490141,0.623277,0.497281,0.478399,0.390462,4.041603
1092,,1091.549805,0.393838,0.340084,1.140547,0.456798,0.600023,0.484281,0.419691,0.537982,0.479944,0.382504,0.473549,0.455834,0.400523,0.492802,0.624296,0.497289,0.477846,0.389186,3.770384
1093,,1092.54248,0.387185,0.332948,1.123953,0.4446,0.584928,0.475916,0.411782,0.496336,0.47206,0.375715,0.463207,0.442999,0.391437,0.480001,0.613219,0.488569,0.472227,0.383966,3.816459
1094,,1093.548584,0.393467,0.333896,1.094369,0.448564,0.589572,0.477064,0.410635,0.500352,0.476174,0.382102,0.464832,0.448194,0.39583,0.488267,0.605659,0.493149,0.473556,0.385278,3.709192
1095,,1094.539917,0.39527,0.334663,1.140868,0.450313,0.596697,0.484683,0.416689,0.502607,0.480977,0.383627,0.475662,0.460235,0.402148,0.49153,0.606117,0.497029,0.47784,0.389273,3.854167
1096,,1095.547241,0.396062,0.334803,1.078699,0.4529,0.598942,0.485322,0.418827,0.50436,0.483731,0.386556,0.476211,0.465861,0.405794,0.495337,0.639601,0.498471,0.48084,0.393601,3.829266
1097,,1096.554688,0.391313,0.332604,1.110698,0.481901,0.595973,0.480396,0.418469,0.524253,0.480385,0.380793,0.473067,0.460945,0.401454,0.496065,0.620147,0.497461,0.478509,0.388419,3.832545
1098,,1097.545898,0.392315,0.332321,1.088168,0.476415,0.595945,0.480034,0.420254,0.516059,0.482841,0.384817,0.477047,0.472719,0.404261,0.502638,0.641471,0.494575,0.479228,0.391077,3.733859
1099,,1098.553223,0.397685,0.332275,1.11903,0.476676,0.608145,0.486215,0.423803,0.507082,0.488349,0.386609,0.480615,0.476327,0.408133,0.502165,0.651818,0.49594,0.481754,0.391879,3.750604
1100,,1099.544678,0.395348,0.331574,1.144252,0.471262,0.603487,0.485577,0.426232,0.538015,0.484322,0.385397,0.47658,0.472493,0.40986,0.50273,0.644091,0.496725,0.48601,0.394791,3.988641
1101,,1100.552002,0.395994,0.329468,1.11581,0.466598,0.635473,0.486066,0.420091,0.511669,0.483369,0.383566,0.476933,0.491176,0.408628,0.499318,0.645194,0.491843,0.478532,0.391754,3.844278
1102,,1101.543335,0.40349,0.333162,1.21429,0.47081,0.674568,0.492836,0.452256,0.543173,0.489368,0.389985,0.48389,0.493587,0.41569,0.51449,0.649059,0.498063,0.491055,0.39976,4.445601
1103,,1102.550659,0.394024,0.32705,1.123965,0.464034,0.655972,0.481126,0.445567,0.514968,0.483184,0.384128,0.475827,0.490092,0.409493,0.505162,0.626671,0.488517,0.478329,0.392269,3.889365
1104,,1103.542114,0.391357,0.324724,1.122266,0.461629,0.695034,0.48465,0.43936,0.523541,0.481637,0.383921,0.473146,0.487151,0.409063,0.498941,0.623098,0.480483,0.477175,0.389015,3.96798
1105,,1104.550659,0.398019,0.329453,1.133098,0.483281,0.689748,0.492978,0.448263,0.520732,0.48801,0.389465,0.476817,0.484847,0.420475,0.51455,0.632137,0.485371,0.485651,0.394968,3.993823
1106,,1105.557007,0.39341,0.326868,1.135868,0.474604,0.679233,0.487426,0.444086,0.522583,0.483227,0.38651,0.473151,0.478976,0.416924,0.513475,0.651721,0.481465,0.48173,0.392496,4.028066
1107,,1106.548828,0.387591,0.320319,1.081822,0.464309,0.660994,0.480014,0.437097,0.496603,0.476202,0.381541,0.463355,0.460837,0.409285,0.504683,0.631498,0.470838,0.470279,0.382807,3.841583
1108,,1107.555786,0.390275,0.324196,1.108134,0.48645,0.659186,0.48627,0.446253,0.518935,0.47998,0.384519,0.472865,0.475547,0.412121,0.506287,0.62876,0.474423,0.478959,0.387925,3.6885
1109,,1108.547119,0.392247,0.324998,1.115,0.48431,0.658759,0.48721,0.448819,0.520069,0.482172,0.384104,0.495411,0.491331,0.414218,0.512453,0.642604,0.474223,0.482564,0.385676,3.691517
1110,,1109.554443,0.3956,0.326504,1.084369,0.502267,0.658583,0.492398,0.447326,0.53107,0.484746,0.388112,0.507014,0.51383,0.420949,0.521861,0.646123,0.480925,0.487482,0.392943,3.802693
1111,,1110.561768,0.392463,0.323922,1.155471,0.48954,0.646273,0.489561,0.443475,0.516584,0.480165,0.384297,0.501071,0.519038,0.417374,0.515404,0.635961,0.474431,0.481265,0.39184,3.917171
1112,,1111.553223,0.390793,0.322903,1.137893,0.486605,0.642279,0.486431,0.441776,0.512899,0.478067,0.385157,0.497399,0.524713,0.416845,0.515165,0.628148,0.471929,0.482934,0.388997,4.024248
1113,,1112.560303,0.390382,0.320745,1.083547,0.477281,0.633714,0.485912,0.466432,0.512982,0.479766,0.384651,0.497808,0.534661,0.418734,0.504762,0.61721,0.46931,0.48149,0.388338,3.714267
1114,,1113.551758,0.389849,0.321558,1.159131,0.48327,0.675427,0.485444,0.466444,0.522153,0.480712,0.386794,0.497194,0.527023,0.420937,0.502041,0.613271,0.468104,0.485075,0.388915,4.009422
1115,,1114.559082,0.393498,0.323214,1.147313,0.482468,0.674835,0.489673,0.463674,0.540771,0.48503,0.39167,0.497373,0.522874,0.424158,0.505408,0.626126,0.475722,0.48694,0.393481,4.000751
1116,,1115.550293,0.389449,0.319826,1.098473,0.508473,0.673851,0.482123,0.458336,0.501715,0.481506,0.392525,0.493686,0.519808,0.419935,0.502148,0.615247,0.471463,0.483671,0.391062,3.879629
1117,,1116.557739,0.395218,0.324022,1.153083,0.510551,0.67299,0.489878,0.464624,0.536096,0.486237,0.392667,0.496682,0.526033,0.425839,0.506147,0.632473,0.479203,0.489362,0.394159,4.161567
1118,,1117.565308,0.387281,0.316345,1.059116,0.491044,0.650908,0.4702,0.449603,0.488806,0.477316,0.383345,0.483797,0.519697,0.417385,0.497276,0.609542,0.466244,0.478993,0.38314,3.736178
1119,,1118.556763,0.39407,0.318891,1.13864,0.49378,0.648126,0.481575,0.45252,0.508643,0.482499,0.390127,0.491551,0.531001,0.424446,0.501703,0.611739,0.459334,0.485315,0.389524,4.039833
1120,,1119.564087,0.396795,0.32086,1.140594,0.49273,0.64565,0.487662,0.452259,0.522998,0.484756,0.393995,0.495605,0.539399,0.426478,0.506512,0.607179,0.463118,0.488944,0.394424,3.64096
1121,,1120.555298,0.396297,0.323012,1.165766,0.518578,0.640124,0.489726,0.453984,0.50562,0.488494,0.393488,0.496045,0.551888,0.427785,0.508731,0.612617,0.461421,0.489855,0.393335,3.960352
1122,,1121.562866,0.394509,0.320492,1.13745,0.506683,0.631711,0.486846,0.44874,0.501325,0.485686,0.392081,0.49246,0.559381,0.426045,0.504005,0.609499,0.461387,0.487259,0.390596,3.845985
1123,,1122.554077,0.390976,0.316647,1.168287,0.49688,0.616956,0.481224,0.442651,0.54055,0.480965,0.3887,0.489323,0.566904,0.421787,0.500348,0.612737,0.457131,0.484444,0.388206,3.915319
1124,,1123.561401,0.382659,0.308961,1.073,0.485666,0.601867,0.472014,0.432228,0.501411,0.471565,0.381427,0.483152,0.566523,0.415426,0.488581,0.614904,0.442488,0.470965,0.379841,3.655358
1125,,1124.568848,0.383527,0.312729,1.048977,0.483668,0.603862,0.474185,0.434447,0.494874,0.473478,0.38364,0.486766,0.568846,0.421549,0.489805,0.618776,0.44844,0.475952,0.382868,3.699469
1126,,1125.560303,0.387876,0.31278,1.107378,0.505662,0.604203,0.4796,0.436683,0.519062,0.478801,0.388836,0.485596,0.566708,0.420738,0.491078,0.618867,0.45396,0.481068,0.384599,3.740634
1127,,1126.567627,0.387225,0.313792,1.124254,0.500939,0.604835,0.48133,0.438784,0.52135,0.477055,0.389206,0.484829,0.56862,0.426173,0.492813,0.615481,0.453966,0.478815,0.387076,3.786329
1128,,1127.559082,0.391384,0.314773,1.148641,0.499118,0.646964,0.484856,0.43971,0.513332,0.480852,0.393587,0.486053,0.570039,0.433145,0.496513,0.622651,0.452753,0.482513,0.387964,3.902276
1129,,1128.566284,0.395424,0.316233,1.149291,0.499858,0.648759,0.484781,0.444841,0.522148,0.484871,0.394519,0.48928,0.569297,0.438083,0.501345,0.619326,0.457628,0.490729,0.393836,3.877303
1130,,1129.57373,0.392396,0.313139,1.10202,0.49589,0.635885,0.486298,0.441986,0.517069,0.481101,0.392908,0.486475,0.554711,0.438453,0.497352,0.60307,0.452431,0.485131,0.390266,3.91587
1131,,1130.565186,0.390761,0.310648,1.107324,0.492153,0.624446,0.484111,0.437389,0.507901,0.478779,0.387642,0.482542,0.539076,0.436965,0.490677,0.615092,0.447051,0.4801,0.385287,3.792535
1132,,1131.57251,0.393531,0.313233,1.105723,0.505395,0.626668,0.482965,0.437812,0.516313,0.479226,0.389905,0.479802,0.528029,0.439084,0.496227,0.621621,0.445771,0.485676,0.389286,3.995126
1133,,1132.563843,0.395725,0.31379,1.094525,0.497819,0.619563,0.48298,0.434606,0.490072,0.479844,0.390661,0.477048,0.516109,0.439684,0.494879,0.621037,0.443107,0.486214,0.387103,3.740608
1134,,1133.571167,0.395415,0.31039,1.117927,0.493317,0.617399,0.478959,0.432479,0.510753,0.479113,0.385964,0.480892,0.509571,0.435867,0.493788,0.625758,0.436846,0.481287,0.384103,3.893234
1135,,1134.5625,0.396156,0.31657,1.108442,0.493327,0.617723,0.483302,0.438216,0.516966,0.483068,0.389893,0.482481,0.504332,0.444025,0.501907,0.624637,0.443142,0.488433,0.390073,3.710466
1136,,1135.569702,0.393294,0.314651,1.092644,0.491671,0.613628,0.485965,0.437447,0.490761,0.486182,0.389715,0.480976,0.498343,0.442008,0.503357,0.624434,0.442094,0.488476,0.389892,3.899677
1137,,1136.576904,0.401203,0.318828,1.169318,0.496767,0.621392,0.49044,0.443656,0.539945,0.487859,0.394978,0.483282,0.494303,0.452978,0.504506,0.654702,0.446953,0.494126,0.394784,4.193522
1138,,1137.569092,0.400927,0.316844,1.116607,0.488481,0.611471,0.485829,0.439745,0.512819,0.485289,0.393732,0.481244,0.487779,0.446089,0.5016,0.643246,0.442643,0.491618,0.388929,3.846754
1139,,1138.57605,0.394615,0.312199,1.113709,0.479558,0.598808,0.478857,0.432904,0.507257,0.478047,0.389938,0.472014,0.47735,0.445221,0.495212,0.626479,0.441381,0.487057,0.3839,3.75481
1140,,1139.567749,0.39176,0.309565,1.048908,0.47444,0.590816,0.476333,0.42669,0.50137,0.475259,0.389263,0.473238,0.470058,0.44511,0.489578,0.625111,0.435226,0.482171,0.383664,3.78392
1141,,1140.575073,0.400134,0.314957,1.12807,0.479235,0.596838,0.485024,0.434649,0.510008,0.483201,0.398299,0.48063,0.474792,0.451032,0.495457,0.638177,0.442233,0.487264,0.388979,3.721628
1142,,1141.566406,0.396001,0.314614,1.103549,0.517028,0.596475,0.481985,0.434115,0.519937,0.481135,0.396108,0.47655,0.468504,0.451588,0.495229,0.624719,0.439647,0.49121,0.387776,3.974216
1143,,1142.57373,0.397894,0.315427,1.133757,0.508435,0.591843,0.482476,0.434231,0.522081,0.482154,0.398549,0.473098,0.459292,0.453603,0.495183,0.616299,0.436223,0.492027,0.388124,3.954902
1144,,1143.581177,0.391341,0.308867,1.070323,0.496121,0.581998,0.47371,0.427821,0.500851,0.475713,0.394213,0.465578,0.449787,0.44339,0.490881,0.598392,0.429843,0.487178,0.384308,3.707211
1145,,1144.572144,0.385245,0.306043,1.05782,0.487322,0.578793,0.47052,0.421078,0.495773,0.470171,0.387844,0.459762,0.444502,0.437702,0.48292,0.593817,0.42223,0.476533,0.380145,3.865174
1146,,1145.579468,0.38988,0.307135,1.083859,0.487194,0.581606,0.474905,0.424858,0.50339,0.474677,0.392955,0.464668,0.446397,0.44566,0.482121,0.607543,0.429723,0.485488,0.384122,3.953064
1147,,1146.571899,0.393588,0.311447,1.071636,0.490588,0.582116,0.477629,0.425736,0.496788,0.47653,0.39734,0.465891,0.445975,0.451834,0.485515,0.60675,0.431974,0.493461,0.386778,3.540351
1148,,1147.578125,0.393256,0.31112,1.093375,0.51085,0.579308,0.475882,0.427304,0.529676,0.478386,0.398667,0.4652,0.451672,0.450547,0.488988,0.597878,0.432192,0.493155,0.387993,3.739081
1149,,1148.585327,0.39719,0.311164,1.146025,0.502639,0.582066,0.475198,0.428332,0.513029,0.476855,0.397088,0.465585,0.448761,0.450602,0.486336,0.621934,0.431592,0.493854,0.385776,3.952446
1150,,1149.576782,0.391267,0.310683,1.101289,0.499793,0.580121,0.47648,0.425539,0.512512,0.477915,0.397198,0.464551,0.450263,0.451176,0.483063,0.607453,0.433057,0.489784,0.384845,3.769275
1151,,1150.584106,0.399576,0.315755,1.063822,0.501307,0.590317,0.480129,0.428754,0.500749,0.482351,0.400089,0.470493,0.452781,0.462341,0.491921,0.61761,0.437022,0.497736,0.388593,3.654072
1152,,1151.575684,0.39703,0.311702,1.124595,0.504194,0.585937,0.477433,0.429855,0.522939,0.482486,0.396748,0.465847,0.44861,0.458795,0.489621,0.630138,0.430908,0.498528,0.391692,3.852477
1153,,1152.583008,0.394026,0.309834,1.125633,0.526193,0.582269,0.478943,0.429665,0.52271,0.479405,0.39261,0.464968,0.446446,0.456395,0.487387,0.631379,0.429004,0.492036,0.387919,3.74247
1154,,1153.574585,0.398841,0.314588,1.096092,0.527503,0.589379,0.476664,0.425891,0.526141,0.482533,0.394992,0.468897,0.451587,0.462029,0.489448,0.629725,0.436033,0.498295,0.391107,3.715719
1155,,1154.581665,0.4021,0.312408,1.142785,0.522104,0.599899,0.481776,0.430707,0.534924,0.482838,0.393192,0.471168,0.457575,0.459804,0.485618,0.625233,0.432222,0.500528,0.391564,3.651812
1156,,1155.588989,0.399832,0.310574,1.164788,0.513418,0.623776,0.477438,0.428694,0.53048,0.482489,0.390537,0.469208,0.458784,0.461072,0.483797,0.616193,0.438524,0.498617,0.391502,3.899709
1157,,1156.580444,0.398162,0.313561,1.058302,0.511364,0.621294,0.478309,0.428107,0.52675,0.484825,0.391497,0.471547,0.459245,0.458331,0.483948,0.619045,0.446736,0.502865,0.39159,3.923139
1158,,1157.589478,0.402723,0.312972,1.111031,0.509149,0.620281,0.480192,0.430304,0.519661,0.485363,0.392474,0.473507,0.459334,0.464714,0.487103,0.622616,0.445864,0.503763,0.391208,3.514495
1159,,1158.579224,0.398192,0.30953,1.111386,0.527459,0.612196,0.475268,0.423383,0.498601,0.48069,0.387355,0.468146,0.452255,0.461686,0.481793,0.61598,0.441132,0.500504,0.388201,3.601678
1160,,1159.586792,0.406191,0.315967,1.083844,0.526732,0.622121,0.479385,0.431748,0.511783,0.488174,0.397937,0.477698,0.458672,0.466901,0.486653,0.637656,0.449949,0.511127,0.392251,3.842685
1161,,1160.577759,0.401548,0.310131,1.116821,0.518627,0.610949,0.477967,0.427371,0.52971,0.482704,0.389579,0.472232,0.451816,0.462524,0.481525,0.622263,0.439272,0.505056,0.391333,4.051613
1162,,1161.585205,0.400915,0.310992,1.147431,0.510035,0.60906,0.477472,0.420951,0.531358,0.477708,0.385776,0.469284,0.451483,0.464326,0.475514,0.632536,0.439826,0.501599,0.389497,3.911965
1163,,1162.57666,0.39691,0.308759,1.097798,0.502821,0.597755,0.46977,0.421575,0.518811,0.477324,0.384829,0.469558,0.442781,0.460885,0.47407,0.628038,0.435895,0.499775,0.385338,3.768529
1164,,1163.583862,0.405184,0.315107,1.098621,0.511885,0.610969,0.48304,0.430663,0.516668,0.486714,0.394169,0.481397,0.453164,0.468002,0.483519,0.640866,0.444404,0.510338,0.39577,4.021699
1165,,1164.591187,0.395187,0.308195,1.087902,0.514996,0.597987,0.47542,0.416974,0.51228,0.478578,0.382629,0.46955,0.443389,0.454729,0.470413,0.620764,0.433856,0.49631,0.387061,3.737656
1166,,1165.582764,0.401184,0.311479,1.084519,0.514308,0.609463,0.483389,0.425685,0.512908,0.485316,0.382837,0.479334,0.444931,0.462604,0.475012,0.620153,0.437281,0.504665,0.391659,3.780435
1167,,1166.59021,0.398074,0.310211,1.074475,0.506301,0.605833,0.473895,0.422963,0.47985,0.478318,0.381316,0.471978,0.44139,0.454773,0.472632,0.609628,0.432489,0.504377,0.387657,3.605111
1168,,1167.581665,0.405218,0.314911,1.126735,0.510185,0.614849,0.483278,0.429852,0.528687,0.487063,0.386168,0.479335,0.445481,0.467942,0.475949,0.618629,0.440887,0.507701,0.395222,3.979857
1169,,1168.588989,0.401458,0.3111,1.099087,0.500335,0.609668,0.476624,0.422247,0.518815,0.478884,0.380604,0.47034,0.435833,0.463121,0.473462,0.603115,0.434111,0.501999,0.390357,3.857967
1170,,1169.580444,0.396547,0.309731,1.077227,0.510051,0.60511,0.476351,0.41743,0.518443,0.478416,0.379492,0.468107,0.437731,0.456092,0.473334,0.595097,0.438342,0.505747,0.386966,3.907141
1171,,1170.587769,0.396747,0.307421,1.130806,0.533373,0.604185,0.477962,0.420906,0.527102,0.480138,0.378196,0.467321,0.436967,0.458479,0.472407,0.589452,0.438356,0.504841,0.388068,3.973521
1172,,1171.595215,0.403987,0.314508,1.131448,0.529865,0.612288,0.481344,0.426386,0.541181,0.481471,0.381777,0.47318,0.443432,0.464203,0.474795,0.592076,0.444049,0.517243,0.395658,3.870085
1173,,1172.586914,0.391645,0.306072,1.105917,0.515239,0.598203,0.473229,0.415355,0.540738,0.472884,0.373904,0.46755,0.433789,0.454415,0.464085,0.579393,0.433857,0.505922,0.384429,3.692738
1174,,1173.594116,0.394525,0.311367,1.146597,0.518099,0.614677,0.477221,0.424934,0.522503,0.480508,0.380057,0.473913,0.437594,0.457234,0.472063,0.584143,0.437206,0.509772,0.387699,3.924811
1175,,1174.585449,0.39196,0.309217,1.100517,0.511995,0.631502,0.471662,0.421483,0.509303,0.47474,0.375899,0.465753,0.4345,0.452986,0.463323,0.586389,0.433161,0.50628,0.387027,3.920423
1176,,1175.592896,0.398296,0.315021,1.109086,0.546308,0.635348,0.481687,0.426782,0.541225,0.484207,0.381244,0.471486,0.442017,0.459769,0.471419,0.594553,0.44004,0.515832,0.393502,3.861836
1177,,1176.584106,0.397818,0.313738,1.086863,0.535856,0.629003,0.480613,0.423061,0.510666,0.481124,0.379417,0.469313,0.436498,0.457872,0.46865,0.587626,0.434832,0.511307,0.391035,3.740695
